feature_name,feature_class,prim_lat_dec,prim_long_dec
Shirley Creek,Stream,37.558119,-119.348559
Shirley Lake,Lake,37.5596922,-119.3763605
Shuteye Peak,Summit,37.3494806,-119.4279414
Slab Lakes,Lake,37.6170212,-119.3584757
Slide Canyon,Valley,38.0525511,-119.4574652
Bridgeport Valley,Valley,38.2775713,-119.2232033
Burt Canyon,Valley,38.2551597,-119.468372
Coarse Gold Creek,Stream,37.1688359,-119.8459896
Fine Gold Creek,Stream,37.0480048,-119.6398644
Fresno River,Stream,37.0755009,-120.5607401
Grand Canyon of the Tuolumne River,Valley,37.9473923,-119.7885619
Jackass Creek,Stream,37.3721658,-119.3059608
Piute Creek,Stream,38.132417,-119.8515679
Robinson Creek,Stream,38.2724193,-119.2521
South Fork Buckeye Creek,Stream,38.1724181,-119.4715546
Spuller Lake,Lake,37.9485708,-119.2852588
Squirrel Creek,Stream,37.550213,-119.6865491
Staniford Lakes,Lake,37.5555162,-119.3591519
Steelhead Lake,Lake,37.9931407,-119.3026039
Summers Creek,Stream,38.1982538,-119.2554333
Sunrise Creek,Stream,37.7321482,-119.5134933
Timber Creek,Stream,37.3329997,-119.4862487
Timber Creek,Stream,37.571049,-119.3168023
Timber Knob,Summit,37.5886284,-119.3003569
Twin Lakes,Lake,37.5755902,-119.3413995
Lake Vernon,Lake,38.013604,-119.7246036
Walton Lake,Lake,37.6229577,-119.3645312
Washburn Point,Summit,37.7202248,-119.573098
West Fork Granite Creek,Stream,37.5421624,-119.2676298
White Chief Branch,Stream,37.4721613,-119.5862603
Wood Lake,Lake,38.1517419,-119.7568398
New Melones Lake,Reservoir,37.9836138,-120.5431665
Acker Peak,Summit,38.1089443,-119.5096537
Dana Fork,Stream,37.8752031,-119.3521004
Daulton Creek,Stream,37.0752245,-119.9884947
Deadman Canyon,Valley,36.7073292,-118.5799918
Devil Peak,Summit,37.5292392,-119.7403731
Devils Oven Lake,Lake,39.3907008,-120.3577885
Disaster Creek,Stream,38.4174102,-119.7507323
Doe Lake,Lake,38.0360909,-119.4679338
Dog Lake,Lake,37.8911755,-119.3395965
Doghead Peak,Summit,38.0521977,-119.4302247
Dorothy Lake,Lake,38.1763937,-119.5892599
Double Rock,Summit,37.8995615,-119.5726141
Eagle Creek,Stream,37.7327039,-119.6104432
Eagle Peak Creek,Stream,37.7699248,-119.6048888
Mount Eaton,Summit,37.9399201,-120.2290432
Echo Creek,Stream,37.7415936,-119.4357118
Edna Lake,Lake,37.6434753,-119.3820963
Edith Lake,Lake,38.0611566,-119.7493838
Ehrnbeck Peak,Summit,38.1373708,-119.5154861
Elevenmile Creek,Stream,37.6127099,-119.6973863
Elizabeth Lake,Lake,37.8451448,-119.3698565
Elizabeth Pass,Gap,36.5988288,-118.5762066
Emerald Pool,Lake,37.727704,-119.5423836
Emeric Creek,Stream,37.7721492,-119.3884882
Emeric Lake,Lake,37.7773452,-119.3849849
Palmer Mountain,Summit,36.7477116,-118.5692523
Panoche Creek,Stream,36.7485619,-120.5132279
Paradise Valley,Basin,38.4643539,-119.7440658
Parker Pass Creek,Stream,37.88076,-119.2682074
Pate Valley,Basin,37.9332548,-119.5968358
Perazzo Canyon,Valley,39.4697635,-120.3854147
Pettit Peak,Summit,37.9851936,-119.4801528
Picket Guard Peak,Summit,36.5766088,-118.4722102
Pinecrest Lake,Reservoir,38.1960639,-119.9823211
Piute Creek,Stream,37.9299216,-119.6007248
Piute Mountain,Summit,38.0335256,-119.5480958
Polly Dome,Summit,37.8543803,-119.4498174
Mount Prater,Summit,37.0367929,-118.4347054
Precipice Lake,Lake,36.5508152,-118.5603363
Price Peak,Summit,38.0643576,-119.530979
Pywiack Cascade,Falls,37.7871468,-119.4887719
Quarry Peak,Summit,38.0450846,-119.4193289
Quarter Domes,Summit,37.7598306,-119.5074457
Quartzite Peak,Summit,37.7156548,-119.42542
Sacate Creek,Stream,36.8843924,-119.229842
Saddle Horse Lake,Lake,37.9962367,-119.5700637
Sedge Lake,Lake,37.4736228,-119.0276629
Sampson Creek,Stream,36.8143914,-119.0531676
Sand Creek,Stream,37.4791046,-120.0307316
Schofield Peak,Summit,38.0941638,-119.676262
Seavey Pass,Gap,38.0460308,-119.52239
Sentinel Creek,Stream,37.7354815,-119.6048875
Sentinel Dome,Summit,37.7229939,-119.5843494
Sentinel Fall,Falls,37.7249264,-119.5965531
Shamrock Lake,Lake,38.0242149,-119.4547954
Mount Shinn,Summit,37.2122999,-118.9194828
Sierra Point,Summit,37.7276186,-119.5551481
Simmons Peak,Summit,37.7607004,-119.2943677
Sing Peak,Summit,37.5539119,-119.387499
Slaughter Canyon,Valley,38.4314543,-119.8819621
Smedberg Lake,Lake,38.0139658,-119.4853474
Smith Peak,Summit,37.9266845,-119.7351406
Eldorado Creek,Stream,37.4977149,-120.2387965
Dana Meadows,Lake,37.8940149,-119.2538121
Deep Canyon,Valley,37.9781796,-119.6518552
Don Pedro Reservoir,Reservoir,37.7026561,-120.3970469
Snow Creek,Stream,37.7596471,-119.5334958
Snow Creek Falls,Falls,37.7654804,-119.5348849
Snow Peak,Summit,38.1155943,-119.5713751
Soda Springs,Spring,37.878806,-119.3665645
Lake South America,Lake,36.678975,-118.4009124
South Fork Cathedral Creek,Stream,37.9168667,-119.4829416
Spotted Lakes,Lake,37.5517079,-119.4055668
Yokuts Basin,Basin,36.7332817,-119.2509517
Staircase Falls,Falls,37.7352037,-119.5748859
Starr King Lake,Lake,37.7175264,-119.5098544
Mount Starr King,Summit,37.7027935,-119.5175919
Mount Stewart,Summit,36.5696651,-118.5546552
Sunrise Mountain,Summit,37.7968207,-119.4485154
Surprise Lake,Lake,38.0222434,-119.4887914
Table Lake,Lake,37.9835524,-119.5628029
Table Mountain,Summit,36.659904,-118.4737038
Tailings Gulch,Valley,37.4900974,-120.0396047
Tallulah Lake,Lake,38.0308319,-119.4511365
Yosemite Creek,Stream,37.7424255,-119.5946096
Young Lakes,Lake,37.9372959,-119.3395309
Aido Spring,Spring,35.7154651,-120.1120936
Dagany Gap,Gap,35.7816274,-120.0090264
Dead Ox Creek,Stream,35.6780091,-118.9087066
Deer Creek,Stream,36.4563321,-118.6709281
Devilwater Creek,Stream,35.5216309,-119.8945814
Domengine Creek,Stream,36.3660629,-120.2945949
Double Hill,Summit,36.045835,-120.1007759
Eden Creek,Stream,36.4299449,-118.7337068
El Campo,Gap,35.9852317,-120.0073565
El Lobo,Summit,35.9940464,-120.0383068
El Pájaro,Summit,36.0040473,-120.0954679
El Paso,Gap,35.9499551,-120.0037458
El Piso,Summit,36.0024495,-120.0606788
El Tolete,Summit,36.0252619,-120.0654874
El Vallejo,Valley,35.7694519,-119.9092667
El Vejón,Summit,35.7818817,-119.8924074
Palo Prieto Pass,Gap,35.6310782,-120.193758
Paradise Peak,Summit,36.4772471,-118.6973482
Parejo Hill,Summit,35.9005412,-119.9393759
Pepper Grass Valley,Valley,35.8459918,-119.9175454
Pleasant Valley,Basin,36.1666215,-120.3343151
Polonio Pass,Gap,35.7235763,-120.1932005
Polvadero Gap,Gap,36.1232879,-120.1995864
Poso Ortega,Lake,35.5205733,-120.0953509
Rabbit Gulch,Valley,35.6590982,-118.8045192
Spring in Bush,Spring,35.8923998,-120.2905198
Spring Mountain Gulch,Valley,35.7020856,-118.8395985
Lake Success,Reservoir,36.0800521,-118.9110575
Sunflower Valley,Basin,35.8057943,-120.074306
Surprise Arroyo,Stream,36.0810658,-120.1418063
Tar Gap,Gap,36.423554,-118.6434272
Alder Creek,Stream,37.5768782,-119.6984957
Amelia Earhart Peak,Summit,37.786393,-119.2882249
Andrews Peak,Summit,38.0393425,-119.6794763
Arndt Lake,Lake,38.0756972,-119.5044938
Avalanche Peak,Summit,36.7655008,-118.582331
Babcock Lake,Lake,37.7570933,-119.3965106
Barton Peak,Summit,36.6916016,-118.5991015
Basket Dome,Summit,37.7632763,-119.5510817
Bear Creek,Stream,36.5168929,-119.0189933
Bear Valley,Basin,38.0229754,-119.58517
Beardsley Lake,Reservoir,38.2147612,-120.0608134
Bearup Lake,Lake,38.0620665,-119.7022635
Bellyache Canyon,Valley,37.490968,-120.0588858
Benson Lake,Lake,38.0153612,-119.529468
Berenda,Populated Place,37.0402237,-120.1535014
Bernice Lake,Lake,37.7662132,-119.3325311
Berry Creek,Stream,39.6007359,-120.4246542
Big Bird Lake,Lake,36.6215951,-118.5934012
Bishop Creek,Stream,37.6074323,-119.7209987
Black Kaweah,Summit,36.5453837,-118.5158296
Blue Canyon Lake,Lake,38.2977407,-119.6654843
Bodie Creek,Stream,38.3865851,-118.9365306
Mount Bolton Brown,Summit,37.0461295,-118.4410291
Bond Pass,Gap,38.1735277,-119.6104486
Bonta Creek,Stream,39.5662925,-120.3635407
Boothe Lake,Lake,37.7998981,-119.34782
Breeze Lake,Lake,37.5760633,-119.3919544
Bridgeport Reservoir,Reservoir,38.2922141,-119.2275985
Mount Broderick,Summit,37.7335319,-119.5351485
Bronco Creek,Stream,39.3835191,-120.0210298
Buck Creek,Stream,37.5421586,-119.4868122
Buckeye Pass,Gap,38.1299187,-119.4793326
Budd Creek,Stream,37.8760359,-119.3843243
Budd Lake,Lake,37.8416088,-119.3956704
Bunnell Cascade,Falls,37.7452037,-119.4718252
Bunnell Point,Summit,37.7390646,-119.4671742
Burnt Point Creek,Stream,36.5777243,-118.8945466
Burro Pass,Gap,38.0899204,-119.3934952
California Falls,Falls,37.9160341,-119.4401617
Caltech Peak,Summit,36.6884149,-118.3904881
Camp Creek,Stream,38.0479758,-119.4634985
Canyon Two,Valley,39.4371561,-120.0903658
Canyon Twentytwo,Valley,39.4410239,-120.0158376
Canyon Twentythree,Valley,39.4348527,-120.0249447
Canyon Twentyfour,Valley,39.4316593,-120.0305968
Canyon Three,Valley,39.4494786,-120.1033549
Canyon Four,Valley,39.4655206,-120.1038457
Carson Creek,Stream,37.4813267,-120.0212869
Cathedral Lakes,Lake,37.8450633,-119.4243441
Cathedral Pass,Gap,37.8346473,-119.4148803
Cathedral Peak,Summit,37.8478289,-119.4056214
Catheys Mountain,Summit,37.4691167,-120.0647318
Catheys Valley,Populated Place,37.4324391,-120.0979551
Catheys Valley,Valley,37.4109495,-120.1090796
Cavallada Creek,Stream,37.4813267,-120.0393432
Center Mountain,Summit,38.1443949,-119.489284
Chain Lakes,Lake,37.5694062,-119.4064603
Chilnualna Creek,Stream,37.5457688,-119.6362675
Chiquito Pass,Gap,37.541604,-119.4395865
Chittenden Peak,Summit,38.0983383,-119.6189768
Clark Canyon,Valley,37.7411106,-119.4317261
Clark Fork,Stream,37.6763178,-119.5096005
Mount Clark,Summit,37.6963726,-119.4286126
Cloud Canyon,Valley,36.707269,-118.5791552
Clouds Rest,Summit,37.7678248,-119.4891962
Colby Mountain,Summit,37.9111972,-119.5393845
Colby Pass,Gap,36.6185489,-118.5012057
Cold Canyon,Valley,37.9137104,-119.4151233
Cold Mountain,Summit,37.9502106,-119.4275216
Mount Conness,Summit,37.967053,-119.3213951
Cottonwood Creek,Stream,38.3824114,-119.825179
Craig Peak,Summit,38.129239,-119.5591941
Crazy Mule Gulch,Valley,38.0518887,-119.4747586
Ice Lakes,Lake,39.2978597,-120.3826149
Illilouette Falls,Falls,37.7138159,-119.5618282
Illilouette Gorge,Valley,37.7253718,-119.5559104
Indian Canyon Creek,Stream,37.7438144,-119.5818312
Indian Rock,Summit,37.782555,-119.5514662
Ireland Creek,Stream,37.8254836,-119.2779283
Ireland Lake,Lake,37.7887771,-119.3045414
Iron Creek,Stream,37.6340976,-118.0442685
Iron Spring,Spring,37.7437547,-119.5538259
Irwin Bright Lake,Lake,37.9891986,-119.5598882
Jack Main Canyon,Valley,38.0376425,-119.7099879
Jawbone Creek,Stream,37.8838132,-119.991572
Jenkins Canyon,Valley,38.4321913,-119.8788449
Jenkinson Lake,Reservoir,38.7232336,-120.555845
Johnson Peak,Summit,37.8351337,-119.3488657
Mount Jordan,Summit,36.6822482,-118.449785
Kaweah Basin,Basin,36.5452157,-118.4814817
Kaweah Gap,Gap,36.5563283,-118.5512053
Mount Kaweah,Summit,36.5260095,-118.4785526
Kern Point,Summit,36.5966848,-118.4448914
Kerrick Canyon,Valley,38.0389218,-119.6205628
Keyes Peak,Summit,38.1395248,-119.5916118
Kuna Creek,Stream,37.7921515,-119.2604263
La Mineta Gulch,Valley,37.4679906,-120.0229761
Le Conte Falls,Falls,37.9232559,-119.4523847
Le Conte Point,Summit,37.9462709,-119.7069542
Leavitt Peak,Summit,38.2861122,-119.6512289
Lehamite Creek,Stream,37.7571472,-119.5823873
Lembert Dome,Summit,37.8818984,-119.3470244
Liberty Cap,Summit,37.7285576,-119.5324562
Lion Lake,Lake,36.5887283,-118.5402244
Lion Lake,Lake,38.4366028,-120.041683
Lion Rock,Summit,36.5823477,-118.5419872
Lippincott Mountain,Summit,36.5211685,-118.5631057
Little Robinsons Valley,Valley,39.1531932,-120.4872477
Lone Pine Creek,Stream,36.5641074,-118.6025953
Long Valley,Basin,37.6724322,-118.7612406
Longley Pass,Gap,36.6891037,-118.480096
Loon Lake,Reservoir,38.9971683,-120.3094954
Moore Creek,Stream,36.5605047,-119.157611
Moraine Dome,Summit,37.7431542,-119.490216
Moraine Mountain,Summit,37.5913522,-119.4538252
Morrison Creek,Stream,37.9182551,-119.6254479
Mud Lake,Lake,38.1511036,-119.9037256
Muir Gorge,Valley,37.9397869,-119.534559
Murdock Lake,Lake,38.0028912,-119.5050738
Murphy Creek,Stream,37.832702,-119.4640496
Murry Creek,Stream,36.5382818,-119.0356611
Neall Lake,Lake,37.9871981,-119.5045324
Negro Hill,Summit,37.4757832,-120.0178297
Nevada Fall,Falls,37.7252042,-119.5337718
Night Cap Peak,Summit,38.3075003,-119.6911863
Nine Lake Basin,Basin,36.5629947,-118.5384274
Lake Number Three,Lake,38.9252015,-120.230087
Lake Number Five,Lake,38.9151619,-120.2316069
Lake Number Nine,Lake,38.9088516,-120.2182388
North Dome,Summit,37.7568642,-119.5599806
North Peak,Summit,37.982191,-119.3150718
Obelisk Lake,Lake,37.70395,-119.4154359
Ostrander Rocks,Summit,37.6927527,-119.5935469
Ottoway Creek,Stream,37.6335433,-119.4526496
Ouzel Creek,Stream,36.7249361,-118.444541
Rafferty Creek,Stream,37.8690927,-119.3232099
Ragged Peak,Summit,37.9328728,-119.3534151
Rail Road Flat,Populated Place,38.3432471,-120.5121479
Rancheria Falls,Falls,37.9549208,-119.7104519
Rancheria Mountain,Summit,37.969605,-119.6006824
Red Creek,Stream,37.6777067,-119.5051559
Red Peak,Summit,37.6537248,-119.4094953
Redtop,Summit,37.5459246,-119.4029799
Register Creek,Stream,37.9396437,-119.534889
Regulation Creek,Stream,37.9649219,-119.4471078
Richardson Peak,Summit,38.0837003,-119.6926396
River Valley,Valley,36.5381617,-118.6409011
Rock Island Lake,Lake,38.0738445,-119.4738846
Rockslide Lake,Lake,36.5763261,-118.4412041
Rodgers Canyon,Valley,37.9400027,-119.5345221
Rodgers Lake,Lake,37.9952685,-119.4942486
Rogers Spring,Spring,37.225015,-119.82846
Royal Arch Cascade,Falls,37.7496473,-119.5707198
Royal Arch Creek,Stream,37.7449254,-119.5721085
Rushing Mountain,Summit,37.8284595,-120.5683494
Berenda Slough,Lake,37.1591273,-120.1215555
Bluejay Creek,Stream,37.7818689,-119.6118337
Breeze Creek,Stream,37.9782537,-119.6504498
Cherry Lake,Reservoir,38.0007444,-119.9068913
Chowchilla River,Stream,37.1057779,-120.5104619
Little Yosemite Valley,Valley,37.7258474,-119.5292639
Ross Reservoir,Reservoir,38.1170442,-120.5135913
Temple Crag,Summit,37.1097185,-118.4913271
Ten Lakes,Lake,37.8999223,-119.5204429
Tenaya Creek,Stream,37.7432588,-119.5684971
Tenaya Lake,Lake,37.8312632,-119.460557
Tenaya Peak,Summit,37.8285222,-119.4432344
Texas Gulch,Valley,37.4791295,-120.0298202
The Dardanelles,Summit,38.4045611,-119.8719574
The Thumb,Summit,37.07148,-118.4459775
Thompson Lake,Lake,37.2023955,-118.9580655
The Three Chimneys,Summit,38.2532586,-119.8016833
Thunder Mountain,Summit,36.6689524,-118.4757769
Tilden Canyon,Valley,38.0268626,-119.6285617
Tilden Canyon Creek,Stream,38.0263084,-119.6282271
Tilden Creek,Stream,38.0932514,-119.629616
Tilden Lake,Lake,38.1043551,-119.6033391
Tiltill Mountain,Summit,38.0282233,-119.6659398
Tiltill Valley,Valley,37.9721216,-119.7060278
Mount Tinemaha,Summit,37.0363142,-118.3963669
Tioga Pass,Gap,37.9110371,-119.25793
Tragedy Spring,Spring,38.6398065,-120.1469915
Triple Divide Peak,Summit,36.5928837,-118.5307556
Tulloch Reservoir,Reservoir,37.8965949,-120.5884316
Tulloch Mountain,Summit,37.8827773,-120.5626019
Tuolumne Falls,Falls,37.9057568,-119.4176603
Tuolumne Meadows,Reservoir,37.8775599,-119.3770141
Tuolumne Pass,Gap,37.8046495,-119.3401533
Tuolumne Peak,Summit,37.8752464,-119.4846804
Unicorn Creek,Stream,37.8746473,-119.3684902
Union Reservoir,Reservoir,38.4334336,-119.9904086
Fletcher Lake,Lake,37.7966564,-119.3409545
Upper McCabe Lake,Lake,37.9957066,-119.3232002
Utica Reservoir,Reservoir,38.434842,-120.003223
Valhalla,Valley,36.5655997,-118.5986695
Verdi Peak,Summit,39.472374,-120.0396315
Vernal Fall,Falls,37.7287568,-119.546206
Vidette Lakes,Lake,36.743093,-118.4089956
Virginia Lake,Lake,37.9618643,-119.4272999
Virginia Peak,Summit,38.0658507,-119.3578929
Vogelsang Lake,Lake,37.7868983,-119.3435511
Vogelsang Peak,Summit,37.7773653,-119.3495213
Volunteer Peak,Summit,38.0060856,-119.4884021
Ward Mountain,Summit,37.2205514,-118.8944816
Waterwheel Falls,Falls,37.9268669,-119.458774
Mount Watkins,Summit,37.7828327,-119.5176494
Wells Peak,Summit,38.1225214,-119.528628
Wells Peak,Summit,38.3965489,-119.5834468
West Point,Populated Place,38.3990786,-120.527426
Wheeler Peak,Summit,38.1003756,-119.7319471
White Cascade,Falls,37.9085345,-119.4196049
White Fir Creek,Stream,37.9826991,-119.9162918
White Mountain Peak,Summit,37.6340283,-118.2556316
Whorl Mountain,Summit,38.0741212,-119.3834283
Wildcat Point,Summit,37.9282847,-119.4428426
Wilma Lake,Lake,38.0710927,-119.6415042
Wilson Creek,Stream,38.0026992,-119.4262744
Antelope Valley,Valley,35.6735535,-119.9653891
Arroyo del Conejo,Stream,35.9310665,-119.9584671
Arroyo del Paso,Stream,35.9455105,-119.9626338
Arroyo Ancho,Stream,35.766627,-119.9193011
Arroyo Bifido,Stream,36.0682875,-120.0812487
Arroyo Chico,Stream,35.9999552,-120.1048597
Arroyo Ciervo,Stream,36.5166171,-120.4643296
Arroyo Conchoso,Stream,35.9768998,-120.0754145
Arroyo Corto,Stream,36.050789,-120.1770849
Arroyo Culebrino,Stream,35.9491212,-119.9070767
Arroyo Curvo,Stream,36.0152335,-120.1423611
Arroyo Delgado,Stream,35.9530114,-120.051803
Arroyo Doblegado,Stream,36.0393978,-120.0084681
Arroyo Escaso,Stream,35.9349558,-120.0187466
Arroyo Esquinado,Stream,36.0121777,-120.1279161
Arroyo Estrecho,Stream,35.971065,-119.9248547
Arroyo Finito,Stream,36.0430091,-120.0215241
Arroyo Largo,Stream,36.0963429,-120.0870825
Arroyo Larguito,Stream,36.0238447,-120.1581951
Arroyo Mellado,Stream,35.9888443,-120.0956928
Arroyo Menudo,Stream,35.8732909,-120.0001358
Arroyo Murado,Stream,36.046621,-120.0737481
Arroyo Pequeño,Stream,36.0432869,-120.0256909
Arroyo Petreo,Stream,35.8532913,-119.9745797
Arroyo Pino,Stream,35.9874535,-119.9387438
Arroyo Pinoso,Stream,36.000792,-120.3162572
Arroyo Ramoso,Stream,35.9580113,-120.0576365
Arroyo Raso,Stream,35.944678,-120.0345803
Arroyo Recodo,Stream,35.897734,-119.919022
Arroyo Recto,Stream,36.0757888,-120.2043082
Arroyo Robador,Stream,36.0016198,-119.9465216
Arroyo Seco,Stream,36.1071768,-120.1643073
Arroyo Somero,Stream,35.9985664,-120.105693
Arroyo Torcido,Stream,36.071898,-120.0393029
Arroyo Tozo,Stream,35.8227361,-119.8895774
Arroyo Vadoso,Stream,36.1085653,-120.1209727
Avenal Creek,Stream,35.774962,-120.0745843
Avenal Gap,Gap,35.8399582,-119.9473568
Barrel Valley,Valley,35.655464,-120.0949256
Bitterwater Creek,Stream,35.6416297,-119.9509708
Bitterwater Valley,Valley,35.5848752,-119.9688993
Broken Hill,Summit,35.9731956,-119.980592
Bud Canyon,Valley,35.6750279,-120.4079841
Cahoon Creek,Stream,36.4182776,-118.7009282
Canoas Creek,Stream,36.0680113,-120.2059749
Cascajo Hill,Summit,35.7835137,-119.9179638
Castle Rocks,Summit,36.4960687,-118.7024237
Cerro del Sur,Summit,35.7646774,-119.8898228
Chalaney Creek,Stream,35.8227298,-118.8314813
Choice Valley,Valley,35.615125,-120.1719321
Coalinga Mineral Springs,Spring,36.1444031,-120.5554387
Cottonwood Creek,Stream,35.8044095,-120.3409839
Cow Canyon,Valley,35.7420041,-118.0788467
Jacalitos Creek,Stream,36.1474545,-120.2637556
Lake Kaweah,Reservoir,36.40533,-118.97766
Kings River,Stream,36.0499522,-119.824575
La Brecha,Gap,35.8938456,-119.9779126
La Caldera,Basin,35.9571771,-120.0068013
La Cañada Simada,Valley,36.0393999,-120.1666246
La Cima,Summit,36.0038556,-120.0570676
La Lomica,Summit,35.9493248,-119.9595904
La Luneta,Summit,36.0769034,-120.187738
La Marmita,Basin,36.0152313,-120.0109678
La Morra,Summit,35.9179368,-119.9934556
La Oveja,Summit,35.9843597,-120.0629872
La Palomera,Summit,36.0064072,-120.0264253
La Portería,Gap,35.897734,-119.9195776
La Salida,Gap,35.9318996,-119.9384666
La Zanja,Valley,35.8527028,-119.939274
Little Five Lakes,Lake,36.4904539,-118.5374443
Long Canyon,Valley,35.630685,-118.3417465
Los Gatos Creek,Stream,36.2221749,-120.1245853
Mustang Hill,Summit,35.9818413,-119.9857996
Nicolls Peak,Summit,35.6196363,-118.2978013
Number Seven Spring,Spring,35.9473102,-120.2728989
Oil Canyon,Valley,36.2238116,-120.3557863
Orchard Peak,Summit,35.7382063,-120.133784
Oriole Lake,Lake,36.460033,-118.7368102
Packwood Creek,Stream,35.6296861,-120.0023619
Ragged Valley,Valley,36.328131,-120.3652494
Raven Pass,Gap,35.6330206,-120.0709755
Red Hill,Summit,36.0668516,-118.6267442
Tule River,Stream,36.0496744,-119.8242972
Tumey Gulch,Valley,36.5857423,-120.5946483
Walker Pass,Gap,35.6624527,-118.0267399
Warthan Creek,Stream,36.1463443,-120.3398708
Weldon,Populated Place,35.6657864,-118.2903579
Whitman Creek,Stream,36.3952215,-118.666205
Wildcat Creek,Stream,35.6977311,-118.8381481
Willow Spring,Spring,35.8690014,-120.2842729
Willow Spring Creek,Stream,35.7177308,-118.9267628
Chinquapin Basin,Basin,36.3113904,-118.3689308
Roads End,Populated Place,35.9266155,-118.4992534
Pineridge,Populated Place,37.0632815,-119.3609609
Pass Creek,Stream,39.5018457,-120.5496565
Mount Abbot,Summit,37.3863529,-118.7848306
Aberdeen,Populated Place,36.9779897,-118.2534321
Abrams Ravine,Valley,39.0699158,-120.5346603
Ackerson Creek,Stream,37.821036,-119.8757346
Ackerson Mountain,Summit,37.8382929,-119.8677579
Acrodectes Peak,Summit,36.8606857,-118.3751609
Adobe Creek,Stream,37.938541,-118.6820745
Adobe Lake,Lake,37.970168,-118.643203
Adobe Reservoir,Reservoir,37.8759385,-118.7318772
Adolphus Canyon,Valley,38.6182079,-119.7786779
Agassiz Col,Gap,37.1068781,-118.5298282
Mount Agassiz,Summit,37.1118775,-118.5307554
Mount Aggie,Summit,37.5457798,-118.8426788
Agnew Lake,Lake,37.7550268,-119.1349482
Agnew Meadows,Lake,37.6850409,-119.0981691
Agnew Pass,Gap,37.7338208,-119.1434774
Ahwahnee,Populated Place,37.3654982,-119.7262667
Airola Peak,Summit,38.4575146,-119.8154249
Al Rose Canyon,Valley,36.9175684,-118.0836513
Alder Creek,Stream,37.8493698,-120.0282397
Alder Creek,Stream,38.7660172,-120.3796409
Alger Creek,Stream,37.7807637,-119.1270903
Alger Lakes,Lake,37.7955363,-119.1795371
Lake Aloha,Reservoir,38.8672177,-120.1456938
Alpers Canyon,Valley,37.754042,-118.9268002
Alpine Col,Gap,37.2148379,-118.6947257
Alta Peak,Summit,36.5904927,-118.6634176
Altha Lake,Lake,37.7124249,-119.1451735
Ambition Lake,Lake,37.0771293,-118.7518288
American Lake,Lake,38.8557282,-120.1355192
Amphitheater Lake,Lake,37.0428882,-118.5102053
Anderson Peak,Summit,39.2590339,-120.2971744
Andesite Peak,Summit,39.351027,-120.3666004
Andrew Gray Creek,Stream,39.2124021,-120.5965964
Angel Creek,Stream,38.9687947,-120.3910296
Lake Angela,Reservoir,39.3240769,-120.3264365
Angora Creek,Stream,38.8749075,-120.0201828
Angora Lakes,Lake,38.8626843,-120.0677366
Angora Peak,Summit,38.8670578,-120.0730365
Anne Lake,Lake,37.4606246,-118.9909074
Anona Lake,Lake,37.6091989,-119.1486786
Antelope Lake,Lake,37.8914259,-118.5704873
Antelope Mountain,Summit,37.8912136,-118.5546247
Antelope Spring,Spring,37.3310412,-118.0873188
Antelope Spring,Spring,37.6151396,-118.564278
Antelope Valley,Valley,38.7249688,-119.4329195
Antelope Valley,Valley,39.6789005,-120.3152463
Antoine Canyon,Valley,39.1393137,-120.5836966
Apollo Lake,Lake,37.333368,-118.8916062
Arc Pass,Gap,36.5515687,-118.2709466
Arctic Lake,Lake,36.5828018,-118.3078026
Arctic Lake,Lake,37.1300114,-118.7969585
Armstrong Canyon,Valley,36.9640045,-118.3263067
Armstrong Hill,Summit,38.5421265,-120.3843329
Armstrong Pass,Gap,38.8324066,-119.9124023
Arnot Creek,Stream,38.4018553,-119.7993449
Arnot Peak,Summit,38.4728253,-119.7596305
Arrow Peak,Summit,36.9285214,-118.4908809
Arrowhead Lake,Lake,37.4255976,-118.9483462
Arrowhead Lake,Lake,37.583276,-118.9789183
Artist Creek,Stream,37.7174269,-119.6729459
Artist Point,Summit,37.7121443,-119.6748774
Asa Lake,Lake,38.5032193,-119.7698824
Ash Peaks,Summit,36.5251265,-118.8486656
Ashley Lake,Lake,37.616922,-119.1561595
Aspen Creek,Stream,38.8126853,-120.085463
Aspen Valley,Basin,37.8315905,-119.7751756
Aster Lake,Lake,36.6026532,-118.679062
Atastra Creek,Stream,38.2718612,-119.022921
Auberry Valley,Valley,37.0108892,-119.5735474
Lake Audrian,Lake,38.8189325,-120.043907
Avalanche Creek,Stream,37.6799288,-119.7337809
Avalanche Lake,Lake,37.309936,-119.167736
Avalanche Lake,Lake,38.1149334,-119.3911065
Avalanche Lake,Lake,38.8333655,-120.1234157
Azalea Lake,Lake,39.3348328,-120.3286457
Azure Lake,Lake,38.920692,-120.124297
Babbitt Peak,Summit,39.602339,-120.1057231
Baboon Lakes,Lake,37.1681416,-118.6240074
Backbone Creek,Stream,37.1105041,-119.4715221
Backbone Mountain,Summit,37.0738366,-119.4648612
Bacon Gulch,Valley,38.0799441,-119.1459382
Badenaugh Canyon,Valley,39.6307521,-120.199201
Badger,Populated Place,36.6313367,-119.0131624
Badger Creek,Stream,36.6182811,-119.0006616
Badger Lakes,Lake,37.727231,-119.1493052
Badger Pass,Gap,37.6657628,-119.6546087
Mount Bago,Summit,36.7699936,-118.4380879
Bairs Creek,Stream,36.7246544,-118.1356472
Baker Creek,Stream,37.1835414,-118.3037135
Balch Camp,Populated Place,36.9030027,-119.1231713
Bald Mountain,Summit,36.7660196,-119.2032651
