feature_name,feature_class,prim_lat_dec,prim_long_dec
Gannon Creek,Stream,36.7127217,-118.7501001
Kanawyer Gap,Gap,36.7275517,-118.7165057
Tufa Falls,Falls,36.4438205,-118.5981417
Miners Nose,Summit,36.4429217,-118.6053599
Forester Lake,Lake,36.4113532,-118.5104475
Cold Spring,Spring,36.4505294,-118.6121174
Eagle Sinkhole,Basin,36.4293862,-118.598982
Soda Spring,Spring,36.4320547,-118.5858032
Glacier Pass,Gap,36.46443,-118.56806
The Gateway,Gap,37.7165937,-119.7176707
Williams Creek,Stream,39.6118445,-120.5882708
Jackson Meadows Reservoir,Reservoir,39.4955506,-120.5452003
Mono Jim Peak,Summit,37.5721856,-118.8521626
Huckleberry Creek,Stream,37.239945,-119.2078994
Rube Creek,Stream,35.8985616,-118.7314779
George R. Stewart Peak,Summit,39.3234735,-120.3194394
McLeod Lake,Lake,37.6080848,-119.0305908
Polemonium Peak,Summit,37.0933513,-118.5117715
Mount Anna Mills,Summit,36.4744972,-118.3500768
Mount Ansel Adams,Summit,37.6979683,-119.2815963
McGlashan Point,Summit,39.3181669,-120.3190936
Sheep Creek,Stream,36.2796639,-118.5092558
Mount Ian Campbell,Summit,37.2617081,-119.0202309
Ely Creek,Stream,37.196057,-119.2848468
Hengst Peak,Summit,36.4104239,-118.6217259
Deadwood Peak,Summit,38.6285383,-119.9925634
Thunder Mountain,Summit,38.674271,-120.0906432
Earthquake Dome,Summit,37.6658768,-118.9997176
Dry Creek Knoll,Summit,37.6779846,-118.9859579
Mammoth Knolls,Summit,37.6589373,-118.9789904
Gilbert Peak,Summit,37.6986979,-118.9066623
Grover Hot Springs,Spring,38.6954618,-119.8435119
Noble Creek,Stream,38.5976851,-119.778233
Shay Creek Summer Home Area,Populated Place,38.6940728,-119.8337895
Spring Creek,Stream,38.5215784,-119.4401645
Pacific Grade Summit,Gap,38.5165764,-119.9093488
Dry Lake,Lake,38.2676031,-118.9800378
Dog Town (historical),Populated Place,38.1701984,-119.1973749
Jordan Spring,Spring,38.0561871,-119.2109815
Gerle Creek Divide Reservoir,Reservoir,38.9693241,-120.3933405
Hartless Mountain,Summit,38.9415668,-120.4356333
Packsaddle Pass,Stream,38.7687968,-120.1671326
Golf Meadow,Lake,35.5347074,-118.5308407
White Rock,Summit,35.6145145,-118.5073833
Lion Spring,Spring,35.9184014,-118.5858263
Liddicoat Spring,Spring,38.5376855,-120.5360369
Junction Reservoir,Reservoir,38.8559856,-120.450891
Sawmill Pond,Reservoir,38.8891487,-120.0259424
Big Tree Water Tanks,Reservoir,36.1485568,-118.6045339
Doyle SPrings,Spring,36.2021677,-118.6495354
Crystal SPring,Spring,36.2041128,-118.6898139
Hedrick Mill Pond,Reservoir,36.2298346,-118.6797798
Alder Creek,Stream,35.9699476,-118.4295296
Badger Creek,Stream,35.5432886,-118.7606457
Alstot Lake,Lake,37.6004959,-119.1787416
Pitcher Creek,Stream,37.2321693,-119.4990245
Alder Gulch,Valley,37.1966124,-119.2595678
Rocking K,Populated Place,37.361041,-118.4809476
Graveyard Creek,Stream,37.4393871,-119.2892938
Walford Springs,Spring,38.0935332,-118.9818097
Mud Lakes,Lake,37.5458304,-119.4175041
Little Valley,Lake,38.0471473,-119.259025
Big Valley Lake,Lake,38.0469668,-119.2651037
North Wawona,Populated Place,37.5477132,-119.6446015
South Wawona,Populated Place,37.5424357,-119.644879
Vivian Lake,Lake,37.6753798,-119.1125451
Obsidian Dome,Summit,37.7589574,-119.0206022
Shaver Lake Heights,Populated Place,37.1068917,-119.3204036
Sierra Cedars,Populated Place,37.0760587,-119.3081807
Willow Springs,Spring,36.8308231,-118.0648181
Clover Meadow Spring,Spring,36.8211503,-119.124913
Indian Spring,Spring,36.561032,-118.08202
Mount Sampson,Summit,36.7668918,-119.0967798
Derry Lake,Lake,39.366011,-120.4563418
High Sierra Park,Populated Place,38.0818654,-120.1474097
Wallace Peak,Summit,39.0457555,-120.448733
Cedar Crest,Populated Place,37.2449449,-119.2012326
Fine Gold,Populated Place,37.1907809,-119.6187542
Volcanic Creek,Stream,36.365494,-118.356199
Doc Peak,Summit,36.2058905,-118.2743238
Boggys Pass,Gap,36.179663,-118.266751
Jacks Creek,Stream,36.7541144,-119.1442814
Big Kern Lake Creek,Stream,36.31866,-118.40523
Windy Gap,Gap,37.2135556,-119.0084481
Yucca Point,Summit,36.8291808,-118.8976562
Hockey Lakes,Lake,37.1027168,-118.7784426
Billys Peak,Summit,39.237218,-120.2738591
White Wing Mountain,Summit,37.725483,-119.0462407
Crooks Peak,Summit,36.5744088,-118.2907171
Rawhide,Populated Place,37.9629804,-120.4499183
Big Pine,Populated Place,37.1649307,-118.289546
Bishop,Populated Place,37.3635404,-118.3951101
Bootjack,Populated Place,37.4649385,-119.8865571
Caruthers,Populated Place,36.5427271,-119.8331965
Columbia,Populated Place,38.0363119,-120.4013061
Easton,Populated Place,36.6502271,-119.7906977
Firebaugh,Populated Place,36.8588376,-120.4560072
Kingsburg,Populated Place,36.5138398,-119.5540175
Le Grand,Populated Place,37.228554,-120.2482336
Lone Pine,Populated Place,36.6060444,-118.0628654
Loyalton,Populated Place,39.6762936,-120.2410385
Madera,Populated Place,36.9613356,-120.0607176
Mi-Wuk Village,Populated Place,38.0657551,-120.1849105
Murphys,Populated Place,38.1374202,-120.4596437
Oakhurst,Populated Place,37.3279997,-119.6493154
Orange Cove,Populated Place,36.624394,-119.3137301
San Joaquin,Populated Place,36.6066162,-120.1890447
Sanger,Populated Place,36.708006,-119.5559652
Chowchilla,Populated Place,37.1229997,-120.2601754
Fresno,Populated Place,36.7477272,-119.7723661
Marble Creek,Stream,37.7574301,-118.0964965
Pizona Creek,Stream,37.9749303,-118.6017949
South Fork Chiatovich Creek,Stream,37.8040967,-118.2712265
Fish Lake Valley,Basin,37.7965971,-118.0092709
Subterranean Creek,Stream,39.4437977,-120.0082542
Hutchinson Creek,Stream,37.8765987,-118.4873446
Alkali Valley,Valley,38.1945897,-118.8711665
Barber Creek,Stream,38.8982401,-119.832123
Carson Valley,Valley,39.0823118,-119.7571095
Davis Creek,Stream,37.819652,-118.2348367
East Canyon,Valley,38.3844335,-119.0677461
East Walker River,Stream,38.8926939,-119.1793201
Morris Creek,Stream,37.8632651,-118.4537322
Nevada Creek,Stream,38.6893522,-119.543224
Queen Valley,Valley,37.888362,-118.4812117
Sheep Creek,Stream,38.5110262,-119.2223765
Sonoma Canyon,Valley,38.4304874,-119.1040912
Sweetwater Creek,Stream,38.4353549,-119.1300367
Truman Canyon,Valley,37.9198966,-118.4744176
Del Monte Canyon,Valley,38.3314037,-118.9147729
Murphy Pond,Lake,38.4390829,-119.234877
Deep Cañon,Valley,38.1179675,-118.7597013
Leidy Creek,Stream,37.7360412,-118.095107
Armona,Populated Place,36.3157833,-119.7084642
Coalinga,Populated Place,36.139678,-120.3601496
Corcoran,Populated Place,36.098007,-119.5604015
Delano,Populated Place,35.7688425,-119.2470536
Earlimart,Populated Place,35.8841206,-119.2723328
Exeter,Populated Place,36.2960613,-119.1420517
Farmersville,Populated Place,36.2977283,-119.2067767
Huron,Populated Place,36.2027308,-120.1029177
Ivanhoe,Populated Place,36.3871725,-119.2178889
Kettleman City,Populated Place,36.0082865,-119.9617998
Lake Isabella,Populated Place,35.6180087,-118.473141
Lindsay,Populated Place,36.2030064,-119.08816
London,Populated Place,36.4760619,-119.4431785
McFarland,Populated Place,35.6780104,-119.2292748
Pixley,Populated Place,35.9685649,-119.2917785
Porterville,Populated Place,36.06523,-119.0167679
Strathmore,Populated Place,36.145507,-119.0606587
Terra Bella,Populated Place,35.962453,-119.0442687
Tipton,Populated Place,36.0593973,-119.3120577
Tulare,Populated Place,36.2077288,-119.3473379
Visalia,Populated Place,36.3302284,-119.2920585
Melissa Coray Peak,Summit,38.6517639,-120.0394651
Bartlett Creek,Stream,38.0238083,-119.8012886
Chilnualna Fall,Falls,37.5638236,-119.6151559
Hoover Lakes,Lake,38.0571661,-119.2980595
Peeler Lake,Lake,38.1204494,-119.4678912
Crooks Creek,Stream,37.3502209,-119.745712
Twin Lakes,Lake,37.9962415,-119.2917317
Wawona,Populated Place,37.5368803,-119.6562684
West Fork Jackass Creek,Stream,37.3754991,-119.3090166
Long Gulch,Valley,37.8087433,-119.7625028
Kennedy Meadow,Populated Place,38.3115789,-119.7457314
Lombardi,Populated Place,38.4460232,-120.0662986
Onion Valley,Valley,38.4348065,-120.0784329
Horse Meadow Reservoir,Reservoir,38.1624164,-119.6593392
Woods Creek,Stream,37.9738108,-119.9637932
Mineral Mountain,Summit,38.1895695,-120.4498653
Fly in Acres Reservoir,Reservoir,38.2459154,-120.3349385
Pinebrook Reservoir,Reservoir,38.2360702,-120.3423539
Negro Hill,Summit,38.0561462,-120.3996587
Fort Jones,Populated Place,38.257417,-120.4196445
Beartrack Creek,Stream,37.9427036,-119.119593
Beartrack Canyon,Valley,37.9423576,-119.1466874
Ditch Camp Five,Populated Place,38.7651814,-120.5482587
Tall Timber Camp,Populated Place,38.0735326,-120.1724103
Leonards (historical),Populated Place,35.5505138,-119.4031702
Petro (historical),Populated Place,35.6963441,-119.33039
Dow,Populated Place,35.504124,-119.1726056
Mount Emma,Summit,38.2770659,-119.4762643
Mount Knight,Summit,38.1667826,-120.2395586
Panorama Point,Summit,37.7165058,-119.5573048
Pleasant Valley,Basin,37.9832539,-119.5718358
Donner Lake,Lake,39.322743,-120.2651883
East Fork Camp Sixty-One Creek,Stream,37.3177213,-119.0715079
Hot Springs Creek,Stream,38.6910169,-119.7896215
Mount Langley,Summit,36.5233668,-118.2394156
Middle Palisade,Summit,37.0702899,-118.469138
Mount Muir,Summit,36.5647386,-118.2913287
Poison Canyon,Valley,38.4627523,-119.8472516
Prosser Creek,Stream,39.3704627,-120.1168643
Prosser Creek Reservoir,Reservoir,39.3802738,-120.1566565
Salt Spring,Spring,38.297413,-119.8215673
Mount Sill,Summit,37.095985,-118.5033965
Sly Park Creek,Stream,38.6874046,-120.5965942
Pleasant Valley Creek,Stream,38.6910169,-119.7896215
Stanford Point,Summit,37.7064221,-119.6663928
Stanton Peak,Summit,38.0575851,-119.3628824
Stubblefield Canyon,Valley,38.0389948,-119.6203155
Lake Tahoe,Lake,39.0960755,-120.0333974
Tamarack Creek,Stream,38.1631703,-119.3292555
Mount Tyndall,Summit,36.6557436,-118.3372726
Mount Williamson,Summit,36.6559544,-118.3110851
Parker Meadow Creek,Stream,35.9691152,-118.5384204
Rydberg Creek,Stream,37.7257636,-120.5535328
Sandy Canyon,Valley,35.5052692,-120.1922698
Sawtooth Peak,Summit,36.4551613,-118.5554986
Skinner Peak,Summit,35.5669483,-118.1269219
South Fork Kaweah River,Stream,36.4235589,-118.9195448
Mount Stephens,Summit,39.3199497,-120.3230731
Mount Marliave,Summit,39.3482488,-120.4016014
Peckinpah Mountain,Summit,37.2747017,-119.4670858
Mount Dana,Summit,37.8996859,-119.2212492
Harrel Fire Tank,Reservoir,38.6518505,-120.4718674
Millner Creek,Stream,37.5790969,-118.3981702
Martis Creek Lake,Reservoir,39.3201966,-120.1140482
Slinkard Valley,Valley,38.6418591,-119.5572348
Dry Lake,Lake,38.2738055,-119.0001421
Cowell Creek,Stream,38.2221402,-120.4107547
Sandoz,Populated Place,38.3479698,-120.4304781
Fuchs,Populated Place,38.347414,-120.4560347
Ranger Spring,Spring,35.6447145,-118.5855809
Horse Spring,Spring,35.5935655,-118.1236859
Chinese Miners Creek,Stream,38.2007507,-120.0821312
Brush Gulch,Valley,37.7064531,-120.4141521
Frank Young Gulch,Valley,37.709789,-120.4088659
Gillman Gulch,Valley,37.7108486,-120.4058506
Mexican Gulch,Valley,37.7027835,-120.4224482
Agua Fria,Populated Place,37.4849377,-120.0201759
American Hill,Summit,39.1401751,-120.5888037
Arbios,Populated Place,36.7766164,-120.3979473
Bald Hill,Summit,37.48741,-120.0948861
Bald Mountain,Summit,38.0914892,-120.4574742
Mount Baldwin,Summit,37.5320615,-118.851269
Baltimore Town,Populated Place,39.3876798,-120.5402092
Becker Peak,Summit,38.832325,-120.0598088
Bell Hill,Summit,38.0335027,-120.3921691
Belleview,Populated Place,38.0129794,-120.290746
Benito,Populated Place,36.8216159,-120.4362833
Big Bend,Populated Place,39.3054584,-120.5179843
Black Buttes,Summit,39.3950955,-120.5577184
Blewetts Point,Summit,38.0585285,-120.3660789
Bowles,Populated Place,36.6041167,-119.7509723
Bretz Mill,Populated Place,37.0374475,-119.2398441
Bridgeport,Populated Place,37.4332726,-120.0043399
Browns Flat,Populated Place,38.0038128,-120.3851938
Buena Vista,Populated Place,37.7110387,-119.7937851
Bull Run Rock,Summit,38.2551706,-119.9428411
Burness,Populated Place,36.7649501,-119.6584716
Calwa,Populated Place,36.7105053,-119.7584755
Cameo,Populated Place,36.7646722,-119.7031961
Camp Pendola,Populated Place,38.2146399,-120.1490782
Camp Richardson,Populated Place,38.9343523,-120.0401833
Campana,Populated Place,38.8840708,-120.5204793
Cape Horn,Summit,37.0456042,-118.923367
Carvin Creek Homesites,Populated Place,39.6285113,-120.5779929
Cedar Grove,Populated Place,36.7907744,-118.6703779
Cedar Ridge,Populated Place,38.0657558,-120.2768576
Cienega Mirth,Summit,37.1347813,-118.4590556
Cincotta,Populated Place,36.7613387,-119.7545877
Cisco Grove,Populated Place,39.3099025,-120.5399297
Clearing House,Populated Place,37.6649302,-119.8673974
Coleville,Populated Place,38.5662988,-119.5071119
Cooperstown,Populated Place,37.7432632,-120.5446438
Crater Mountain,Summit,37.1135441,-118.3003246
Crestview,Populated Place,37.7524319,-118.9843096
Cromir,Populated Place,36.8043938,-120.4218378
Dardanelle,Populated Place,38.3410234,-119.8337902
Dinkey Creek,Populated Place,37.0860574,-119.157619
Ebbetts Peak,Summit,38.547681,-119.8143327
Echo Lake,Populated Place,38.8337963,-120.0415726
Elbow Hill,Summit,37.9707081,-119.4028525
Emerald Bay,Populated Place,38.9599078,-120.097963
Epidote Peak,Summit,38.0595123,-119.3048241
Fales Hot Springs,Populated Place,38.3510268,-119.4001625
Fallen Leaf,Populated Place,38.8829632,-120.0726846
Figarden,Populated Place,36.8227256,-119.8623722
Findley Peak,Summit,39.4840331,-120.5747501
Fish Springs,Populated Place,37.0749326,-118.2537108
Folger Peak,Summit,38.4956702,-119.8162381
Fordyce Summit,Gap,39.3454583,-120.5088182
Fountain Place,Populated Place,38.851018,-119.9340696
Gardner Mountain,Summit,38.9101,-120.0149717
Guadalupe Mountains,Summit,37.4550877,-120.0582387
Hammond,Populated Place,36.7596713,-119.7870893
Hartley Butte,Summit,39.4012902,-120.5031443
Haskell Creek Homesites,Populated Place,39.6346228,-120.5527145
Hite Cove,Populated Place,37.6407644,-119.8490623
Hooper Peak,Summit,37.9539267,-119.4700227
Incline,Populated Place,37.6604859,-119.8526744
Indiana Summit,Summit,37.8046476,-118.9318802
Inspiration Point,Summit,38.9460578,-120.1001068
Jackass Dike,Summit,37.3037695,-118.9653993
Joes Point,Summit,37.8851967,-119.9546135
Jupiter,Populated Place,38.122421,-120.2826923
Kennebec Hill,Summit,38.0271404,-120.396102
Kiva Beach,Populated Place,38.9404635,-120.051017
Lake Valley,Populated Place,38.9299079,-120.0046264
Leonardi,Populated Place,38.8818483,-120.5363132
Lerona,Populated Place,37.1293923,-119.4312425
Long Top,Summit,37.1002792,-118.9379463
Lower Town,Populated Place,38.367417,-119.1198712
Martinez,Populated Place,38.0232567,-120.3796384
McCulloh,Populated Place,38.9543486,-120.5260346
Melones,Populated Place,38.0124236,-120.4985314
Mendota,Populated Place,36.7535611,-120.3815574
Mesa Camp,Populated Place,37.507709,-118.573455
Meyers,Populated Place,38.8560185,-120.0129603
Monmouth,Populated Place,36.5660611,-119.7401376
Mormon Hill,Summit,37.2330692,-119.4273954
Muscatel,Populated Place,36.7927255,-119.8593159
Nebelhorn,Populated Place,38.8112961,-120.0343501
Nipinnawasee,Populated Place,37.4041078,-119.7329352
Old Inspiration Point,Summit,37.7050766,-119.6754027
Page Peaks,Summit,38.0667522,-119.3113635
Peaceful Pines,Populated Place,38.4060218,-119.7893446
Peavine,Populated Place,39.6776857,-120.006589
Phillips,Populated Place,38.8179631,-120.077685
Pinedale,Populated Place,36.8427269,-119.7898688
Porter,Populated Place,38.3940795,-120.4252002
Rainbow,Populated Place,39.3101807,-120.5085396
Ramsey Crossing,Populated Place,38.9982371,-120.5543685
Red Hill,Summit,38.0824241,-120.4864476
Red Mountain,Summit,37.0287833,-118.2884982
Red Mountain,Summit,39.3388813,-120.5354738
Regulation Peak,Summit,37.9876935,-119.4884233
Mount Scowden,Summit,38.0084205,-119.2601759
Shaws Flat,Populated Place,38.0077016,-120.4093614
Sierra Sky Park,Populated Place,36.84217,-119.865706
Arnold,Populated Place,38.2554729,-120.3510307
Bald Mountain,Summit,37.7260696,-120.1634615
Briceburg,Populated Place,37.6049331,-119.966844
Buck Mountain,Summit,38.3748246,-120.3726853
Camp Connell,Populated Place,38.3093607,-120.2782502
Clovis,Populated Place,36.8252277,-119.7029194
Dogtown,Populated Place,37.7021524,-120.1279636
Dome Rock,Summit,38.3388645,-119.9760257
Dorrington,Populated Place,38.3013054,-120.277139
Double Dome Rock,Summit,38.3404628,-119.8765994
Hetch Hetchy Junction,Populated Place,37.8010399,-120.4876974
Lingard,Populated Place,37.2402204,-120.397407
Louise Point,Summit,37.7050844,-120.1944872
Manuel Mill,Populated Place,38.2610282,-120.3610311
Midpines,Populated Place,37.5443798,-119.9204507
Sonora Junction,Populated Place,38.3485261,-119.4518316
Sorensens,Populated Place,38.7743504,-119.9029575
South Fork,Populated Place,37.2310582,-119.4943019
Squabbletown,Populated Place,38.0146458,-120.3863052
Sugar Pine,Populated Place,37.4410511,-119.6343182
Summit City (historical),Populated Place,39.4087914,-120.5024305
Tallac Village,Populated Place,38.9218522,-120.0218493
Tarpey,Populated Place,36.7877277,-119.7006964
Turtleback Dome,Summit,37.7133557,-119.7060367
Twin Bridges,Populated Place,38.8112965,-120.1240755
Twin Peaks,Summit,38.0804886,-119.3575265
Twin Peaks,Summit,38.8820535,-120.010203
Union Hill,Summit,38.0183097,-120.4033493
Upper Town,Populated Place,38.3543615,-119.1179265
Virginia Point,Summit,37.6711652,-120.1517706
Wagner,Populated Place,38.3585234,-119.8779583
West Park,Populated Place,36.7102258,-119.851258
West Peak,Summit,37.9800582,-119.4982209
White Pines,Populated Place,38.2660282,-120.3407525
Whitecliff Peak,Summit,38.4354614,-119.6415487
Zuver,Populated Place,38.9740696,-120.5999255
Antes,Populated Place,36.3085612,-119.1306624
Burke Hill,Summit,35.6170505,-118.6976159
Cameron Creek Colony,Populated Place,36.3171726,-119.2048323
Creston,Populated Place,35.5188604,-120.5237744
Eagle Rock,Summit,36.0304933,-120.4699514
East Farmersville,Populated Place,36.3016172,-119.1948318
Five Points,Populated Place,36.4293948,-120.1029244
Fountain Springs,Populated Place,35.8910631,-118.9156518
Hammond,Populated Place,36.4655023,-118.8612104
Jovista,Populated Place,35.7974534,-119.1828844
Kernell,Populated Place,35.7568988,-119.3440019
Linne,Populated Place,35.572471,-120.569054
List,Populated Place,36.2760614,-119.1278842
Matchin,Populated Place,36.3252279,-119.130107
Mitchell Corner,Populated Place,36.3266171,-119.2062214
Oak Grove,Populated Place,36.4505014,-118.7920418
Oliver Rock,Summit,36.0091219,-120.4391163
Ora,Populated Place,36.151344,-120.3265368
Pine Mountain,Summit,36.0208942,-118.1876772
Radnor,Populated Place,35.8302316,-119.2617766
Red Hill,Summit,36.473097,-118.8414883
Roundtop,Summit,35.9381133,-120.1945518
Scratch Hill,Summit,36.3465275,-118.7727761
Slater,Populated Place,35.5494012,-119.1973289
Tar Peak,Summit,35.9344324,-120.1781827
Trocha,Populated Place,35.7980088,-119.1470497
Venida,Populated Place,36.3327278,-119.1301071
Mount Vernon,Summit,35.6969704,-119.9666005
W K Hill,Summit,36.2238199,-120.3257963
Wagon Wheel Mountain,Summit,35.7101644,-119.9869647
West Venida,Populated Place,36.3410611,-119.1298293
Whitley Gardens,Populated Place,35.6591366,-120.5076614
Advance,Populated Place,36.5157803,-118.9026011
Aeolian Buttes,Summit,37.8510203,-119.0407114
Ahwiyah Point,Summit,37.7507023,-119.536206
Al Tahoe,Populated Place,38.9418523,-119.9835148
Alder Hill,Summit,38.629905,-120.2387904
Alder Springs,Populated Place,37.0660596,-119.402074
Algerine,Populated Place,37.9110372,-120.3832494
Allen,Populated Place,38.6171317,-120.1107434
Amsterdam,Populated Place,37.4302157,-120.5421392
Anderson Peak,Summit,37.7726884,-118.4869237
Andover,Populated Place,39.3104617,-120.2471432
Arastraville,Populated Place,37.9979796,-120.2268549
Ascension Mountain,Summit,37.8349433,-119.9057658
Ash Spring Mountain,Summit,36.5918876,-119.0692622
Aspen Valley,Populated Place,37.8274238,-119.7712866
Athlone,Populated Place,37.2079986,-120.3579597
Auberry,Populated Place,37.0807823,-119.4854113
Auckland,Populated Place,36.5880042,-119.1067762
Avocado,Populated Place,36.789394,-119.404015
Barrett,Populated Place,37.6399328,-120.2857451
Barris Hill,Summit,36.5578871,-119.3516349
Bartlett Peak,Summit,38.093254,-119.7743787
Bassetts,Populated Place,39.6196223,-120.5874376
Bear Hill,Summit,36.5612988,-118.7700227
Bear Valley,Populated Place,38.4646337,-120.0399088
Belfort,Populated Place,38.4163052,-119.2671007
Ben Hur,Populated Place,37.3516088,-119.9576678
Big Baldy,Summit,36.6721002,-118.8823384
Big Bend,Summit,38.8495477,-120.5332638
Big Bunch,Populated Place,36.7571726,-119.5381873
Big Meadow,Populated Place,38.4149131,-120.1151891
Big Oak Flat,Populated Place,37.8235391,-120.2582456
Bijou,Populated Place,38.9465746,-119.9685146
Bijou Park,Populated Place,38.9493523,-119.9587922
Blanchard,Populated Place,37.7313191,-120.32547
Boards Crossing,Populated Place,38.3043608,-120.2340819
Boca,Populated Place,39.3860184,-120.0940868
Bodie,Populated Place,38.2121401,-119.0120874
Bodie Mountain,Summit,38.2268493,-119.070027
Bonetti,Populated Place,38.6746282,-120.4546445
Borden,Populated Place,36.9299466,-120.0265489
Boundary Hill,Summit,37.7641034,-119.6285741
Bridgeport,Populated Place,38.2557527,-119.2312656
Brockway,Populated Place,39.2265736,-120.0121345
Bryants,Populated Place,38.7187937,-120.4765896
Buchanan,Populated Place,37.9146476,-120.1885211
Buford Mountain,Summit,37.2206595,-119.8310063
Bullshead,Summit,39.2347729,-120.2022163
Bumblebee,Populated Place,38.2263048,-119.9971285
Buscones Peak,Summit,37.7771159,-118.4915819
Caldor,Populated Place,38.6060187,-120.4326996
Camp Earnest,Populated Place,38.0129792,-120.2260218
Camp Sierra,Populated Place,37.1905014,-119.2598456
Campbell Hot Springs,Populated Place,39.5749038,-120.3479848
Campo Seco,Populated Place,37.9388143,-120.4160283
Cape Horn,Populated Place,38.4907438,-119.9668508
Cedar Rock Lodge,Populated Place,38.0215903,-120.2468557
Cedarbrook,Populated Place,36.7068916,-119.0081641
Cella,Populated Place,36.691617,-119.454849
Central Camp,Populated Place,37.349388,-119.4837491
Chambers Lodge,Populated Place,39.0732406,-120.1413001
Cherokee,Populated Place,37.9815912,-120.2476889
Cold Springs,Populated Place,38.1624181,-120.053241
Columbia Finger,Summit,37.819744,-119.4232021
Confidence,Populated Place,38.0474224,-120.2012995
Cottage Springs,Populated Place,38.3560262,-120.211859
Crabtree,Populated Place,36.8435582,-119.089836
Croft,Populated Place,38.5815747,-120.4346443
Mount Crossman,Summit,38.4651823,-120.533226
Curtis Mountain,Summit,36.5946838,-119.2562142
Cutler,Populated Place,36.5232834,-119.2867823
Mount Dade,Summit,37.3819133,-118.7794894
Darlington,Populated Place,38.7290727,-120.4015865
Deadman Pass,Gap,37.6874339,-119.0695838
Deer Crossing,Populated Place,36.6899476,-119.0487208
Del Rey,Populated Place,36.6591171,-119.593744
Delft Colony,Populated Place,36.5118952,-119.4459569
Devils Crags,Summit,37.0380561,-118.6124615
Diana Peak,Summit,37.7679832,-118.4881623
Dinuba,Populated Place,36.5432837,-119.3870656
Discovery Pinnacle,Summit,36.5583869,-118.2902557
Dora Belle,Populated Place,37.1127251,-119.3209593
Douds Landing,Populated Place,38.2126963,-120.3254734
Dudley Hill,Summit,37.7477183,-120.1207081
Dunderberg Mill,Populated Place,38.1038109,-119.2504328
Eagle Peak,Summit,37.746059,-119.6147686
Eagle Rock,Summit,39.1089573,-120.1622962
East Orosi,Populated Place,36.5480054,-119.2606704
Echo Peaks,Summit,37.8325982,-119.4034267
Eder,Populated Place,39.2996278,-120.292422
Edmiston,Populated Place,36.7788393,-119.54041
Ellis Place,Populated Place,36.5210596,-119.0189934
Emerald Peak,Summit,37.1653681,-118.7638208
Mount Emerson,Summit,37.2447003,-118.6597284
Enson,Populated Place,36.559117,-119.3751208
Eshom Point,Summit,36.6333031,-118.9404462
Etheda Springs,Populated Place,36.694114,-119.0073304
Fisher Place,Populated Place,38.2351953,-120.4507566
Floriston,Populated Place,39.3946303,-120.021308
Four Gables,Summit,37.3024727,-118.6999308
Frank Harris Point,Summit,37.7843663,-120.0237826
Fredericksburg,Populated Place,38.8287947,-119.7868438
Fresh Pond,Populated Place,38.7601814,-120.5299248
Funk Hill,Summit,37.9805693,-120.5670051
Ganns,Populated Place,38.404358,-120.1590796
Gateway,Populated Place,39.3260174,-120.2035315
Gilberts,Populated Place,38.6368504,-120.4927017
Gilcrest Peak,Summit,38.0110294,-119.2301414
Goat Mountain,Summit,37.2951792,-119.5650218
Mount Goethe,Summit,37.2061483,-118.7022982
Goodmill,Populated Place,36.7807802,-119.0234438
Granite Springs,Populated Place,37.7010422,-120.2957464
Graveyard Peak,Summit,37.45131,-118.9898787
Gregg,Populated Place,36.8816137,-119.9368214
Gregorys Monument,Summit,36.7019472,-118.3957782
Griminger,Populated Place,38.7196282,-120.410198
Grizzly Flat,Populated Place,38.6362947,-120.5274251
Grizzly Peak,Summit,37.7299826,-119.5505438
Mount Hale,Summit,36.5880375,-118.3146535
Happy Valley,Populated Place,38.6818492,-120.5632596
Hartland,Populated Place,36.6543914,-118.9576057
Hathaway Pines,Populated Place,38.1918634,-120.3654745
Hayward,Populated Place,37.6427106,-120.3713035
Herndon,Populated Place,36.8366136,-119.9173752
Hess Mill,Populated Place,38.1024214,-120.2376903
Highway City,Populated Place,36.8107807,-119.8848731
Hildreth,Populated Place,37.1088374,-119.6329204
Hinton,Populated Place,39.3751853,-120.0738082
Hirschdale,Populated Place,39.3685185,-120.0760302
Hobart Mills,Populated Place,39.4004621,-120.183811
Hopeton,Populated Place,37.4916031,-120.531029
Hume,Populated Place,36.7849455,-118.9137179
Hunter Point,Summit,37.8670849,-120.075561
Huntington Lake,Populated Place,37.2316119,-119.2359559
Iceland,Populated Place,39.3754635,-120.0260295
Idlewild,Populated Place,39.108796,-120.1593573
Independence,Populated Place,36.8027102,-118.2000951
Indian Gulch,Populated Place,37.439383,-120.1968485
Indian Hill,Summit,37.3275753,-119.7637539
Indian Hill,Summit,37.6680905,-120.4539188
Indian Mountain,Summit,37.4900347,-119.9314549
Indian Peak,Summit,37.4349898,-120.1878698
Indian Springs,Populated Place,37.0505046,-119.7323698
Inspiration Point,Summit,38.4735169,-119.9876719
Iron Mountain,Summit,37.5728313,-119.7338249
Irrigosa,Populated Place,36.8910574,-119.9873798
Isosceles Peak,Summit,37.0938094,-118.538633
Ivory,Populated Place,36.5685616,-119.4234567
Jackass Mountain,Summit,37.7320029,-120.0184164
Jackass Point,Summit,39.3108792,-120.2301639
Jamesan,Populated Place,36.7199487,-120.2098838
Jamestown,Populated Place,37.9532584,-120.4226952
Jenkins Hill,Summit,37.660631,-119.9417801
Jenkins Hill,Summit,37.7167342,-120.375865
Jones Hill,Summit,37.8537601,-120.2301107
